path,label,class_id
./detector_dataset\genuine\extra__n008360__0350_01.jpg,0,n008360
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n007881.jpg,1,n007881
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n001664.jpg,1,n001664
./detector_dataset\genuine\orig__n007224__0203_02.jpg,0,n007224
./detector_dataset\genuine\extra__n007224__0198_01.jpg,0,n007224
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n002694__0273_01.png,1,n002694
./detector_dataset\genuine\orig__n007469__0184_01.jpg,0,n007469
./detector_dataset\genuine\extra__n001432__0362_01.jpg,0,n001432
./detector_dataset\genuine\extra__n001517__0201_01.jpg,0,n001517
./detector_dataset\genuine\extra__n005106__0198_02.jpg,0,n005106
./detector_dataset\genuine\orig__n007034__0213_01.jpg,0,n007034
./detector_dataset\genuine\extra__n009216__0434_01.jpg,0,n009216
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n009216__0394_01.png,1,n009216
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n004722.jpg,1,n004722
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n000879__0089_01.png,1,n000879
./detector_dataset\genuine\extra__n000973__0257_01.jpg,0,n000973
./detector_dataset\genuine\extra__n004530__0109_01.jpg,0,n004530
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n007469__0010_01.png,1,n007469
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n001116.jpg,1,n001116
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001512__0069_01.png,1,n001512
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001706__0184_01.png,1,n001706
./detector_dataset\genuine\extra__n000973__0089_01.jpg,0,n000973
./detector_dataset\genuine\orig__n004168__0069_01.jpg,0,n004168
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003181__0051_02.png,1,n003181
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n003727__0069_01.png,1,n003727
./detector_dataset\genuine\extra__n006618__0201_01.jpg,0,n006618
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002818__0327_01.png,1,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n007224.jpg,1,n007224
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n002978.jpg,1,n002978
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n007224.jpg,1,n007224
./detector_dataset\genuine\extra__n009216__0396_01.jpg,0,n009216
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n002818__0700_06.png,1,n002818
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004491__0153_04.png,1,n004491
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n002972__0301_03.jpg,1,n002972
./detector_dataset\genuine\extra__n007469__0428_01.jpg,0,n007469
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001149__0010_01.png,1,n001149
./detector_dataset\genuine\extra__n007034__0069_01.jpg,0,n007034
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n000227.jpg,1,n000227
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n009216.jpg,1,n009216
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n003376__0010_01.png,1,n003376
./detector_dataset\genuine\extra__n001638__0109_01.jpg,0,n001638
./detector_dataset\genuine\extra__n002710__0365_01.jpg,0,n002710
./detector_dataset\genuine\extra__n006971__0089_01.jpg,0,n006971
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n008360.jpg,1,n008360
./detector_dataset\genuine\extra__n003376__0257_01.jpg,0,n003376
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n005482__0183_03.png,1,n005482
./detector_dataset\genuine\orig__n006614__0089_01.jpg,0,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n001149.jpg,1,n001149
./detector_dataset\genuine\extra__n001432__0151_01.jpg,0,n001432
./detector_dataset\genuine\extra__n001638__0116_01.jpg,0,n001638
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n003878.jpg,1,n003878
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n004168__0165_02.jpg,1,n004168
./detector_dataset\genuine\extra__n004530__0352_02.jpg,0,n004530
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n003727.jpg,1,n003727
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n009271__0294_01.png,1,n009271
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n000100.jpg,1,n000100
./detector_dataset\genuine\orig__n001517__0257_01.jpg,0,n001517
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001638__0115_01.png,1,n001638
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n006618__0089_01.png,1,n006618
./detector_dataset\genuine\extra__n001432__0291_01.jpg,0,n001432
./detector_dataset\genuine\extra__n001706__0351_03.jpg,0,n001706
./detector_dataset\adversarial\FGSM__eps_0_005__n009271__0294_01.png,1,n009271
./detector_dataset\genuine\extra__n005010__0201_01.jpg,0,n005010
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n004055.jpg,1,n004055
./detector_dataset\adversarial\FGSM__eps_0_010__n008462__0213_01.png,1,n008462
./detector_dataset\genuine\extra__n002694__0115_01.jpg,0,n002694
./detector_dataset\genuine\extra__n001512__0074_01.jpg,0,n001512
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n006971__0065_02.png,1,n006971
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003727__0434_02.jpg,1,n003727
./detector_dataset\genuine\extra__n001511__0273_01.jpg,0,n001511
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n003376__0089_01.png,1,n003376
./detector_dataset\genuine\orig__n004491__0133_03.jpg,0,n004491
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n008245__0089_01.png,1,n008245
./detector_dataset\genuine\orig__n007034__0273_01.jpg,0,n007034
./detector_dataset\genuine\extra__n004168__0028_01.jpg,0,n004168
./detector_dataset\genuine\extra__n004055__0088_01.jpg,0,n004055
./detector_dataset\genuine\extra__n000227__0394_01.jpg,0,n000227
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n007120__0069_01.png,1,n007120
./detector_dataset\genuine\extra__n006971__0733_02.jpg,0,n006971
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n005106.jpg,1,n005106
./detector_dataset\genuine\extra__n001511__0069_01.jpg,0,n001511
./detector_dataset\genuine\extra__n006971__0113_01.jpg,0,n006971
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001664__0294_01.jpg,1,n001664
./detector_dataset\genuine\extra__n004722__0193_01.jpg,0,n004722
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n008360__0168_01.png,1,n008360
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n005884.jpg,1,n005884
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n008571__0213_01.png,1,n008571
./detector_dataset\genuine\orig__n002710__0203_02.jpg,0,n002710
./detector_dataset\genuine\extra__n009271__0024_01.jpg,0,n009271
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007034__0213_01.png,1,n007034
./detector_dataset\genuine\extra__n004988__0114_01.jpg,0,n004988
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n007034__0251_01.png,1,n007034
./detector_dataset\genuine\extra__n001112__0109_01.jpg,0,n001112
./detector_dataset\genuine\extra__n009271__0502_01.jpg,0,n009271
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n007881.jpg,1,n007881
./detector_dataset\genuine\extra__n008360__0308_01.jpg,0,n008360
./detector_dataset\genuine\extra__n004055__0400_01.jpg,0,n004055
./detector_dataset\genuine\extra__n004055__0102_01.jpg,0,n004055
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n005106.jpg,1,n005106
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001112__0257_01.png,1,n001112
./detector_dataset\genuine\extra__n002710__0400_01.jpg,0,n002710
./detector_dataset\genuine\orig__n007469__0251_01.jpg,0,n007469
./detector_dataset\genuine\extra__n002655__0270_01.jpg,0,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n004988.jpg,1,n004988
./detector_dataset\genuine\extra__n004530__0331_02.jpg,0,n004530
./detector_dataset\genuine\orig__n007469__0213_01.jpg,0,n007469
./detector_dataset\genuine\extra__n005067__0032_01.jpg,0,n005067
./detector_dataset\genuine\extra__n001774__0113_01.jpg,0,n001774
./detector_dataset\genuine\extra__n005608__0278_01.jpg,0,n005608
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004168__0388_03.png,1,n004168
./detector_dataset\genuine\extra__n005591__0420_01.jpg,0,n005591
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n006614__0168_01.png,1,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n004934.jpg,1,n004934
./detector_dataset\genuine\extra__n004530__0010_01.jpg,0,n004530
./detector_dataset\adversarial\FGSM__eps_0_005__n003500__0394_01.png,1,n003500
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n009093__0010_01.png,1,n009093
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n009216.jpg,1,n009216
./detector_dataset\genuine\extra__n001517__0185_03.jpg,0,n001517
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001112__0010_01.jpg,1,n001112
./detector_dataset\genuine\extra__n003666__0165_02.jpg,0,n003666
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n004722__0327_01.png,1,n004722
./detector_dataset\genuine\extra__n004055__0213_01.jpg,0,n004055
./detector_dataset\genuine\extra__n000973__0470_01.jpg,0,n000973
./detector_dataset\adversarial\FGSM__eps_0_100__n001112__0257_01.png,1,n001112
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n003444.jpg,1,n003444
./detector_dataset\genuine\extra__n007034__0213_01.jpg,0,n007034
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n006618.jpg,1,n006618
./detector_dataset\genuine\extra__n006460__0028_01.jpg,0,n006460
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n007224.jpg,1,n007224
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n004168__0165_02.png,1,n004168
./detector_dataset\genuine\extra__n007469__0203_01.jpg,0,n007469
./detector_dataset\genuine\extra__n001664__0037_01.jpg,0,n001664
./detector_dataset\genuine\extra__n005608__0024_01.jpg,0,n005608
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n008571__0032_01.png,1,n008571
./detector_dataset\genuine\extra__n008571__0215_03.jpg,0,n008571
./detector_dataset\genuine\extra__n001512__0628_01.jpg,0,n001512
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n003064__0251_01.png,1,n003064
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n003444.jpg,1,n003444
./detector_dataset\genuine\orig__n006614__0184_01.jpg,0,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n003045.jpg,1,n003045
./detector_dataset\genuine\extra__n005010__0343_01.jpg,0,n005010
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n003806.jpg,1,n003806
./detector_dataset\genuine\extra__n000973__0069_01.jpg,0,n000973
./detector_dataset\genuine\orig__n005106__0089_01.jpg,0,n005106
./detector_dataset\genuine\extra__n001116__0229_01.jpg,0,n001116
./detector_dataset\genuine\extra__n001266__0089_01.jpg,0,n001266
./detector_dataset\genuine\extra__n007120__0226_01.jpg,0,n007120
./detector_dataset\genuine\extra__n007469__0184_01.jpg,0,n007469
./detector_dataset\adversarial\FGSM__eps_0_100__n002972__0010_01.png,1,n002972
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n003666.jpg,1,n003666
./detector_dataset\genuine\extra__n005591__0226_01.jpg,0,n005591
./detector_dataset\genuine\extra__n003729__0273_01.jpg,0,n003729
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n001104.jpg,1,n001104
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n000227__0069_01.png,1,n000227
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n003045__0118_09.jpg,1,n003045
./detector_dataset\genuine\extra__n001432__0069_01.jpg,0,n001432
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n001512__0010_01.png,1,n001512
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n007120__0273_01.png,1,n007120
./detector_dataset\genuine\extra__n006971__0073_02.jpg,0,n006971
./detector_dataset\genuine\orig__n003181__0257_01.jpg,0,n003181
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007469__0115_01.png,1,n007469
./detector_dataset\genuine\orig__n008245__0619_01.jpg,0,n008245
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n000879.jpg,1,n000879
./detector_dataset\genuine\extra__n000915__0438_01.jpg,0,n000915
./detector_dataset\genuine\orig__n006971__0115_01.jpg,0,n006971
./detector_dataset\genuine\extra__n005608__0220_01.jpg,0,n005608
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001512.jpg,1,n001512
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001266__0140_06.png,1,n001266
./detector_dataset\genuine\extra__n001116__0115_01.jpg,0,n001116
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003727__0010_01.jpg,1,n003727
./detector_dataset\genuine\extra__n007995__0420_01.jpg,0,n007995
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n003878.jpg,1,n003878
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n006971__0010_01.jpg,1,n006971
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n007120__0115_01.png,1,n007120
./detector_dataset\genuine\extra__n001266__0069_02.jpg,0,n001266
./detector_dataset\genuine\extra__n001638__0303_01.jpg,0,n001638
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n001116.jpg,1,n001116
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n003181.jpg,1,n003181
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n005591.jpg,1,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n001706.jpg,1,n001706
./detector_dataset\genuine\extra__n002972__0246_01.jpg,0,n002972
./detector_dataset\genuine\extra__n007995__0293_01.jpg,0,n007995
./detector_dataset\genuine\extra__n004722__0190_01.jpg,0,n004722
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n005010__0257_01.png,1,n005010
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n003045.jpg,1,n003045
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001517__0089_01.png,1,n001517
./detector_dataset\genuine\extra__n002818__0036_01.jpg,0,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n007995.jpg,1,n007995
./detector_dataset\genuine\extra__n004934__0115_01.jpg,0,n004934
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n006460.jpg,1,n006460
./detector_dataset\genuine\extra__n000915__0190_01.jpg,0,n000915
./detector_dataset\genuine\orig__n008462__0257_01.jpg,0,n008462
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n008245.jpg,1,n008245
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001112__0089_01.png,1,n001112
./detector_dataset\genuine\extra__n002972__0612_02.jpg,0,n002972
./detector_dataset\adversarial\FGSM__eps_0_100__n001517__0102_01.png,1,n001517
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003878__0251_01.jpg,1,n003878
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n003500__0273_01.png,1,n003500
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003729__0213_01.png,1,n003729
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n007469__0333_02.png,1,n007469
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n000879__0213_01.jpg,1,n000879
./detector_dataset\genuine\orig__n000227__0089_01.jpg,0,n000227
./detector_dataset\genuine\extra__n004722__0251_01.jpg,0,n004722
./detector_dataset\genuine\extra__n003729__0267_02.jpg,0,n003729
./detector_dataset\genuine\extra__n001511__0337_02.jpg,0,n001511
./detector_dataset\genuine\extra__n004168__0540_01.jpg,0,n004168
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n008462__0102_01.png,1,n008462
./detector_dataset\genuine\extra__n004530__0028_01.jpg,0,n004530
./detector_dataset\genuine\extra__n001149__0437_05.jpg,0,n001149
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n001112.jpg,1,n001112
./detector_dataset\genuine\extra__n003806__0338_01.jpg,0,n003806
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n007034__0251_01.png,1,n007034
./detector_dataset\genuine\extra__n009216__0362_01.jpg,0,n009216
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n005010.jpg,1,n005010
./detector_dataset\genuine\extra__n000227__0215_02.jpg,0,n000227
./detector_dataset\genuine\extra__n008360__0172_01.jpg,0,n008360
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n008245__0251_01.png,1,n008245
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n005438.jpg,1,n005438
./detector_dataset\genuine\orig__n005884__0257_01.jpg,0,n005884
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n008571__0113_01.png,1,n008571
./detector_dataset\genuine\orig__n000879__0496_01.jpg,0,n000879
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001266.jpg,1,n001266
./detector_dataset\genuine\extra__n002694__0362_01.jpg,0,n002694
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n004491__0113_01.png,1,n004491
./detector_dataset\genuine\extra__n004275__0293_01.jpg,0,n004275
./detector_dataset\genuine\orig__n004275__0168_01.jpg,0,n004275
./detector_dataset\genuine\orig__n003045__0310_05.jpg,0,n003045
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n004275__0069_01.png,1,n004275
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n007034__0089_01.png,1,n007034
./detector_dataset\genuine\orig__n001112__0089_01.jpg,0,n001112
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n000100__0102_01.jpg,1,n000100
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n006618__0138_03.jpg,1,n006618
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n002978__0102_01.png,1,n002978
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n001432__0394_01.png,1,n001432
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n000227__0496_01.png,1,n000227
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n001112.jpg,1,n001112
./detector_dataset\genuine\extra__n000100__0056_03.jpg,0,n000100
./detector_dataset\adversarial\FGSM__eps_0_010__n006618__0273_01.png,1,n006618
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n005067.jpg,1,n005067
./detector_dataset\genuine\extra__n007995__0168_01.jpg,0,n007995
./detector_dataset\genuine\extra__n004168__0073_02.jpg,0,n004168
./detector_dataset\genuine\orig__n001266__0102_01.jpg,0,n001266
./detector_dataset\genuine\extra__n009271__0151_01.jpg,0,n009271
./detector_dataset\genuine\extra__n003806__0151_01.jpg,0,n003806
./detector_dataset\genuine\extra__n007881__0059_01.jpg,0,n007881
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n004934.jpg,1,n004934
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n005106__0198_02.jpg,1,n005106
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n007034__0583_02.png,1,n007034
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n006614.jpg,1,n006614
./detector_dataset\genuine\extra__n005106__0032_01.jpg,0,n005106
